drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record,source_pdbqt
diazepam,alpha2,2026091902,1,-7.907,0.0,0.0,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -7.907      0.000      0.000,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091902/poses.pdbqt
diazepam,alpha2,2026091903,1,-7.733,0.0,0.0,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -7.733      0.000      0.000,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091903/poses.pdbqt
diazepam,alpha2,2026091904,1,-7.774,0.0,0.0,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -7.774      0.000      0.000,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091904/poses.pdbqt
diazepam,alpha2,2026091905,1,-7.757,0.0,0.0,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -7.757      0.000      0.000,raw/archives/diazepam.tar.gz::diazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091901,1,-8.862,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.862      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091902,1,-8.077,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.077      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091903,1,-8.859,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.859      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091904,1,-8.857,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.857      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091905,1,-8.85,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.850      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091901,1,-6.875,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.875      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091902,1,-6.868,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.868      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091903,1,-6.898,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.898      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091904,1,-6.878,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.878      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091905,1,-6.876,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.876      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
triazolam,alpha1,2026091901,1,-10.889,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.889      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt
triazolam,alpha1,2026091902,1,-10.873,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.873      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091903,1,-10.889,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.889      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091904,1,-10.871,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.871      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091905,1,-10.887,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.887      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha2,2026091901,1,-6.901,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.901      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091902,1,-6.817,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.817      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091903,1,-6.82,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.820      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091904,1,-6.87,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.870      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091905,1,-6.806,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.806      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
